"idsensore","data","valore","stato","idoperatore"
"5611","2025-01-01T00:00:00.000","47.1","VA","1"
"5652","2024-12-31T22:00:00.000","1.0","VA","1"
"5652","2024-12-31T23:00:00.000","1.1","VA","1"
"5652","2025-01-01T00:00:00.000","1.0","VA","1"
"5658","2024-12-31T22:00:00.000","1.0","VA","1"
"5658","2024-12-31T23:00:00.000","1.1","VA","1"
"5658","2025-01-01T00:00:00.000","1.1","VA","1"
"5665","2024-12-31T22:00:00.000","2.4","VA","1"
"5665","2024-12-31T23:00:00.000","3.2","VA","1"
"5665","2025-01-01T00:00:00.000","1.9","VA","1"
"5670","2024-12-31T22:00:00.000","5.5","VA","1"
"5670","2024-12-31T23:00:00.000","4.5","VA","1"
"5670","2025-01-01T00:00:00.000","4.5","VA","1"
"5676","2024-12-31T22:00:00.000","1.1","VA","1"
"5676","2024-12-31T23:00:00.000","1.0","VA","1"
"5676","2025-01-01T00:00:00.000","1.3","VA","1"
"5693","2024-12-31T22:00:00.000","2.0","VA","1"
"5693","2024-12-31T23:00:00.000","1.8","VA","1"
"5693","2025-01-01T00:00:00.000","1.6","VA","1"
"5698","2024-12-31T22:00:00.000","2.3","VA","1"
"5698","2024-12-31T23:00:00.000","2.3","VA","1"
"5698","2025-01-01T00:00:00.000","1.9","VA","1"
"5700","2024-12-31T22:00:00.000","1.4","VA","1"
"5700","2024-12-31T23:00:00.000","1.1","VA","1"
"5700","2025-01-01T00:00:00.000","6.3","VA","1"
"5704","2024-12-31T22:00:00.000","2.2","VA","1"
"5704","2024-12-31T23:00:00.000","1.9","VA","1"
"5704","2025-01-01T00:00:00.000","1.8","VA","1"
"5707","2024-12-31T22:00:00.000","3.1","VA","1"
"5707","2024-12-31T23:00:00.000","3.0","VA","1"
"5707","2025-01-01T00:00:00.000","2.6","VA","1"
"5710","2024-12-31T22:00:00.000","3.5","VA","1"
"5710","2024-12-31T23:00:00.000","5.1","VA","1"
"5710","2025-01-01T00:00:00.000","4.7","VA","1"
"5717","2024-12-31T22:00:00.000","3.5","VA","1"
"5717","2024-12-31T23:00:00.000","4.3","VA","1"
"5717","2025-01-01T00:00:00.000","5.1","VA","1"
"5721","2024-12-31T22:00:00.000","5.8","VA","1"
"5721","2024-12-31T23:00:00.000","9.8","VA","1"
"5721","2025-01-01T00:00:00.000","7.2","VA","1"
"5725","2024-12-31T22:00:00.000","0.4","VA","1"
"5725","2024-12-31T23:00:00.000","0.4","VA","1"
"5725","2025-01-01T00:00:00.000","1.2","VA","1"
"5732","2024-12-31T22:00:00.000","9.4","VA","1"
"5732","2024-12-31T23:00:00.000","11.0","VA","1"
"5732","2025-01-01T00:00:00.000","7.3","VA","1"
"5738","2024-12-31T22:00:00.000","1.5","VA","1"
"5738","2024-12-31T23:00:00.000","1.2","VA","1"
"5738","2025-01-01T00:00:00.000","1.7","VA","1"
"5739","2024-12-31T22:00:00.000","48.9","VA","1"
"5739","2024-12-31T23:00:00.000","58.0","VA","1"
"5739","2025-01-01T00:00:00.000","51.1","VA","1"
"5742","2024-12-31T22:00:00.000","15.8","VA","1"
"5742","2024-12-31T23:00:00.000","16.5","VA","1"
"5742","2025-01-01T00:00:00.000","11.1","VA","1"
"5749","2024-12-31T22:00:00.000","5.5","VA","1"
"5749","2024-12-31T23:00:00.000","5.0","VA","1"
"5749","2025-01-01T00:00:00.000","5.0","VA","1"
"5750","2024-12-31T22:00:00.000","4.7","VA","1"
"5750","2024-12-31T23:00:00.000","6.7","VA","1"
"5750","2025-01-01T00:00:00.000","7.0","VA","1"
"5790","2024-12-31T22:00:00.000","2.4","VA","1"
"5790","2024-12-31T23:00:00.000","2.0","VA","1"
"5790","2025-01-01T00:00:00.000","1.7","VA","1"
"5794","2024-12-31T22:00:00.000","0.9","VA","1"
"5794","2024-12-31T23:00:00.000","0.7","VA","1"
"5794","2025-01-01T00:00:00.000","0.7","VA","1"
"5798","2024-12-31T22:00:00.000","1.7","VA","1"
"5798","2024-12-31T23:00:00.000","1.5","VA","1"
"5798","2025-01-01T00:00:00.000","1.8","VA","1"
"5805","2024-12-31T22:00:00.000","0.9","VA","1"
"5805","2024-12-31T23:00:00.000","0.9","VA","1"
"5805","2025-01-01T00:00:00.000","0.7","VA","1"
"5809","2024-12-31T22:00:00.000","1.9","VA","1"
"5809","2024-12-31T23:00:00.000","1.7","VA","1"
"5809","2025-01-01T00:00:00.000","1.6","VA","1"
"5812","2024-12-31T22:00:00.000","1.2","VA","1"
"5812","2024-12-31T23:00:00.000","1.1","VA","1"
"5812","2025-01-01T00:00:00.000","1.0","VA","1"
"5814","2024-12-31T22:00:00.000","1.5","VA","1"
"5814","2024-12-31T23:00:00.000","1.9","VA","1"
"5814","2025-01-01T00:00:00.000","2.0","VA","1"
"5827","2024-12-31T22:00:00.000","2.6","VA","1"
"5827","2024-12-31T23:00:00.000","2.8","VA","1"
"5827","2025-01-01T00:00:00.000","2.7","VA","1"
"5834","2024-12-31T22:00:00.000","0.9","VA","1"
"5834","2024-12-31T23:00:00.000","1.2","VA","1"
"5834","2025-01-01T00:00:00.000","1.4","VA","1"
"5835","2024-12-31T22:00:00.000","2.0","VA","1"
"5835","2024-12-31T23:00:00.000","1.9","VA","1"
"5835","2025-01-01T00:00:00.000","1.7","VA","1"
"5842","2024-12-31T22:00:00.000","0.3","VA","1"
"5842","2024-12-31T23:00:00.000","0.2","VA","1"
"5842","2025-01-01T00:00:00.000","0.3","VA","1"
"5845","2024-12-31T22:00:00.000","1.5","VA","1"
"5845","2024-12-31T23:00:00.000","1.3","VA","1"
"5845","2025-01-01T00:00:00.000","1.4","VA","1"
"5847","2024-12-31T22:00:00.000","1.8","VA","1"
"5847","2024-12-31T23:00:00.000","2.1","VA","1"
"5847","2025-01-01T00:00:00.000","1.9","VA","1"
"5853","2024-12-31T22:00:00.000","1.5","VA","1"
"5853","2024-12-31T23:00:00.000","1.5","VA","1"
"5853","2025-01-01T00:00:00.000","1.3","VA","1"
"5950","2024-12-31T22:00:00.000","34.1","VA","1"
"5950","2024-12-31T23:00:00.000","27.6","VA","1"
"5950","2025-01-01T00:00:00.000","25.9","VA","1"
"5952","2024-12-31T22:00:00.000","1.8","VA","1"
"5952","2024-12-31T23:00:00.000","3.3","VA","1"
"5952","2025-01-01T00:00:00.000","3.7","VA","1"
"5953","2024-12-31T22:00:00.000","51.5","VA","1"
"5953","2024-12-31T23:00:00.000","44.1","VA","1"
"5953","2025-01-01T00:00:00.000","41.1","VA","1"
"5958","2024-12-31T22:00:00.000","28.5","VA","1"
"5958","2024-12-31T23:00:00.000","28.2","VA","1"
"5958","2025-01-01T00:00:00.000","24.6","VA","1"
"5960","2024-12-31T22:00:00.000","2.4","VA","1"
"5960","2024-12-31T23:00:00.000","2.3","VA","1"
"5960","2025-01-01T00:00:00.000","3.1","VA","1"
"5965","2024-12-31T22:00:00.000","61.5","VA","1"
"5965","2024-12-31T23:00:00.000","56.9","VA","1"
"5965","2025-01-01T00:00:00.000","59.9","VA","1"
"5989","2024-12-31T22:00:00.000","2.2","VA","1"
"5989","2024-12-31T23:00:00.000","1.7","VA","1"
"5989","2025-01-01T00:00:00.000","1.6","VA","1"
"6005","2024-12-31T22:00:00.000","6.6","VA","1"
"6005","2024-12-31T23:00:00.000","6.4","VA","1"
"6005","2025-01-01T00:00:00.000","6.5","VA","1"
"6057","2024-12-31T22:00:00.000","4.8","VA","1"
"6057","2024-12-31T23:00:00.000","4.3","VA","1"
"6057","2025-01-01T00:00:00.000","5.0","VA","1"
"6204","2024-12-31T22:00:00.000","240.8","VA","1"
"6204","2024-12-31T23:00:00.000","161.8","VA","1"
"6204","2025-01-01T00:00:00.000","131.5","VA","1"
"6208","2024-12-31T22:00:00.000","130.1","VA","1"
"6208","2024-12-31T23:00:00.000","115.7","VA","1"
"6208","2025-01-01T00:00:00.000","92.2","VA","1"
"6212","2024-12-31T22:00:00.000","185.2","VA","1"
"6212","2024-12-31T23:00:00.000","200.6","VA","1"
"6212","2025-01-01T00:00:00.000","151.8","VA","1"
"6218","2024-12-31T22:00:00.000","104.5","VA","1"
"6218","2024-12-31T23:00:00.000","96.0","VA","1"
"6218","2025-01-01T00:00:00.000","72.2","VA","1"
"6220","2024-12-31T22:00:00.000","88.6","VA","1"
"6220","2024-12-31T23:00:00.000","58.1","VA","1"
"6220","2025-01-01T00:00:00.000","62.3","VA","1"
"6228","2024-12-31T22:00:00.000","18.1","VA","1"
"6228","2024-12-31T23:00:00.000","15.1","VA","1"
"6228","2025-01-01T00:00:00.000","24.2","VA","1"
"6230","2024-12-31T22:00:00.000","119.4","VA","1"
"6230","2024-12-31T23:00:00.000","79.2","VA","1"
"6230","2025-01-01T00:00:00.000","77.9","VA","1"
"6232","2024-12-31T22:00:00.000","303.6","VA","1"
"6232","2024-12-31T23:00:00.000","292.9","VA","1"
"6232","2025-01-01T00:00:00.000","348.7","VA","1"
"6246","2024-12-31T22:00:00.000","62.2","VA","1"
"6246","2024-12-31T23:00:00.000","60.3","VA","1"
"6246","2025-01-01T00:00:00.000","59.6","VA","1"
"6248","2024-12-31T22:00:00.000","147.1","VA","1"
"6248","2024-12-31T23:00:00.000","85.6","VA","1"
"6248","2025-01-01T00:00:00.000","56.3","VA","1"
"6252","2024-12-31T22:00:00.000","128.7","VA","1"
"6252","2024-12-31T23:00:00.000","79.4","VA","1"
"6252","2025-01-01T00:00:00.000","59.4","VA","1"
"6260","2024-12-31T22:00:00.000","75.3","VA","1"
"6260","2024-12-31T23:00:00.000","65.5","VA","1"
"6260","2025-01-01T00:00:00.000","79.8","VA","1"
"6264","2024-12-31T22:00:00.000","216.9","VA","1"
"6264","2024-12-31T23:00:00.000","250.0","VA","1"
"6264","2025-01-01T00:00:00.000","196.0","VA","1"
"6268","2024-12-31T22:00:00.000","205.0","VA","1"
"6268","2024-12-31T23:00:00.000","176.0","VA","1"
"6268","2025-01-01T00:00:00.000","155.0","VA","1"
"6274","2024-12-31T22:00:00.000","158.6","VA","1"
"6274","2024-12-31T23:00:00.000","144.0","VA","1"
"6274","2025-01-01T00:00:00.000","133.6","VA","1"
"6276","2024-12-31T22:00:00.000","198.0","VA","1"
"6276","2024-12-31T23:00:00.000","174.7","VA","1"
"6276","2025-01-01T00:00:00.000","179.7","VA","1"
"6280","2024-12-31T22:00:00.000","132.0","VA","1"
"6280","2024-12-31T23:00:00.000","122.1","VA","1"
"6280","2025-01-01T00:00:00.000","100.3","VA","1"
"6288","2024-12-31T22:00:00.000","110.5","VA","1"
"6288","2024-12-31T23:00:00.000","134.0","VA","1"
"6288","2025-01-01T00:00:00.000","140.4","VA","1"
"6300","2024-12-31T22:00:00.000","442.6","VA","1"
"6300","2024-12-31T23:00:00.000","327.7","VA","1"
"6300","2025-01-01T00:00:00.000","258.0","VA","1"
"6320","2024-12-31T22:00:00.000","280.8","VA","1"
"6320","2024-12-31T23:00:00.000","191.3","VA","1"
"6320","2025-01-01T00:00:00.000","194.3","VA","1"
"6324","2024-12-31T22:00:00.000","301.4","VA","1"
"6324","2024-12-31T23:00:00.000","321.3","VA","1"
"6324","2025-01-01T00:00:00.000","374.4","VA","1"
"6326","2024-12-31T22:00:00.000","278.7","VA","1"
"6326","2024-12-31T23:00:00.000","210.1","VA","1"
"6326","2025-01-01T00:00:00.000","201.1","VA","1"
"6328","2024-12-31T22:00:00.000","339.4","VA","1"
"6328","2024-12-31T23:00:00.000","325.6","VA","1"
"6328","2025-01-01T00:00:00.000","325.8","VA","1"
"6330","2024-12-31T22:00:00.000","157.7","VA","1"
"6330","2024-12-31T23:00:00.000","126.8","VA","1"
"6330","2025-01-01T00:00:00.000","105.9","VA","1"
"6338","2024-12-31T22:00:00.000","132.0","VA","1"
"6338","2024-12-31T23:00:00.000","150.0","VA","1"
"6338","2025-01-01T00:00:00.000","92.6","VA","1"
"6346","2024-12-31T22:00:00.000","372.4","VA","1"
"6346","2024-12-31T23:00:00.000","307.3","VA","1"
"6346","2025-01-01T00:00:00.000","270.7","VA","1"
"6354","2024-12-31T22:00:00.000","208.9","VA","1"
"6354","2024-12-31T23:00:00.000","263.7","VA","1"
"6354","2025-01-01T00:00:00.000","311.8","VA","1"
"6356","2024-12-31T22:00:00.000","464.6","VA","1"
"6356","2024-12-31T23:00:00.000","383.6","VA","1"
"6356","2025-01-01T00:00:00.000","309.2","VA","1"
"6364","2024-12-31T22:00:00.000","67.6","VA","1"
"6364","2024-12-31T23:00:00.000","94.3","VA","1"
"6364","2025-01-01T00:00:00.000","106.0","VA","1"
"6366","2024-12-31T22:00:00.000","155.8","VA","1"
"6366","2024-12-31T23:00:00.000","242.1","VA","1"
"6366","2025-01-01T00:00:00.000","317.7","VA","1"
"6374","2024-12-31T22:00:00.000","32.5","VA","1"
"6374","2024-12-31T23:00:00.000","15.6","VA","1"
"6374","2025-01-01T00:00:00.000","25.7","VA","1"
"6380","2024-12-31T22:00:00.000","80.5","VA","1"
"6380","2024-12-31T23:00:00.000","58.9","VA","1"
"6380","2025-01-01T00:00:00.000","66.1","VA","1"
"6382","2024-12-31T22:00:00.000","115.6","VA","1"
"6382","2024-12-31T23:00:00.000","92.1","VA","1"
"6382","2025-01-01T00:00:00.000","96.6","VA","1"
"6386","2024-12-31T22:00:00.000","293.3","VA","1"
"6386","2024-12-31T23:00:00.000","332.2","VA","1"
"6386","2025-01-01T00:00:00.000","299.8","VA","1"
"6398","2024-12-31T22:00:00.000","199.9","VA","1"
"6398","2024-12-31T23:00:00.000","156.3","VA","1"
"6398","2025-01-01T00:00:00.000","123.4","VA","1"
"6400","2024-12-31T22:00:00.000","170.4","VA","1"
"6400","2024-12-31T23:00:00.000","130.3","VA","1"
"6400","2025-01-01T00:00:00.000","98.9","VA","1"
"6402","2024-12-31T22:00:00.000","65.5","VA","1"
"6402","2024-12-31T23:00:00.000","45.5","VA","1"
"6402","2025-01-01T00:00:00.000","43.3","VA","1"
"6408","2024-12-31T22:00:00.000","54.9","VA","1"
"6408","2024-12-31T23:00:00.000","62.2","VA","1"
"6408","2025-01-01T00:00:00.000","71.4","VA","1"
"6411","2024-12-31T22:00:00.000","1.6","VA","1"
"6411","2024-12-31T23:00:00.000","1.6","VA","1"
"6411","2025-01-01T00:00:00.000","1.8","VA","1"
"6412","2024-12-31T22:00:00.000","288.3","VA","1"
"6412","2024-12-31T23:00:00.000","261.6","VA","1"
"6412","2025-01-01T00:00:00.000","272.1","VA","1"
"6419","2024-12-31T22:00:00.000","85.6","VA","1"
"6419","2024-12-31T23:00:00.000","65.9","VA","1"
"6419","2025-01-01T00:00:00.000","69.4","VA","1"
"6428","2024-12-31T22:00:00.000","175.7","VA","1"
"6428","2024-12-31T23:00:00.000","104.5","VA","1"
"6428","2025-01-01T00:00:00.000","94.1","VA","1"
"6582","2024-12-31T22:00:00.000","6.6","VA","1"
"6582","2024-12-31T23:00:00.000","5.9","VA","1"
"6582","2025-01-01T00:00:00.000","6.1","VA","1"
"6587","2024-12-31T22:00:00.000","1.3","VA","1"
"6587","2024-12-31T23:00:00.000","0.9","VA","1"
"6587","2025-01-01T00:00:00.000","0.5","VA","1"
"6665","2024-12-31T22:00:00.000","7.4","VA","1"
"6665","2024-12-31T23:00:00.000","9.9","VA","1"
"6665","2025-01-01T00:00:00.000","11.1","VA","1"
"6685","2024-12-31T22:00:00.000","54.4","VA","1"
"6685","2024-12-31T23:00:00.000","54.4","VA","1"
"6685","2025-01-01T00:00:00.000","46.2","VA","1"
"6686","2024-12-31T22:00:00.000","2.0","VA","1"
"6686","2024-12-31T23:00:00.000","2.5","VA","1"
"6686","2025-01-01T00:00:00.000","2.4","VA","1"
"6690","2024-12-31T22:00:00.000","187.0","VA","1"
"6690","2024-12-31T23:00:00.000","218.0","VA","1"
"6690","2025-01-01T00:00:00.000","199.4","VA","1"
"6691","2024-12-31T22:00:00.000","3.6","VA","1"
"6691","2024-12-31T23:00:00.000","4.0","VA","1"
"6691","2025-01-01T00:00:00.000","4.1","VA","1"
"6701","2024-12-31T22:00:00.000","59.8","VA","1"
"6701","2024-12-31T23:00:00.000","44.1","VA","1"
"6701","2025-01-01T00:00:00.000","52.8","VA","1"
"6705","2024-12-31T22:00:00.000","-9999","NA","1"
"6705","2024-12-31T23:00:00.000","-9999","NA","1"
"6705","2025-01-01T00:00:00.000","-9999","NA","1"
"6706","2024-12-31T22:00:00.000","335.6","VA","1"
"6706","2024-12-31T23:00:00.000","198.3","VA","1"
"6706","2025-01-01T00:00:00.000","243.8","VA","1"
"6761","2024-12-31T22:00:00.000","40.6","VA","1"
"6761","2024-12-31T23:00:00.000","35.3","VA","1"
"6761","2025-01-01T00:00:00.000","32.4","VA","1"
"6766","2024-12-31T22:00:00.000","64.2","VA","1"
"6766","2024-12-31T23:00:00.000","43.3","VA","1"
"6766","2025-01-01T00:00:00.000","36.9","VA","1"
"6781","2024-12-31T22:00:00.000","68.1","VA","1"
"6781","2024-12-31T23:00:00.000","56.3","VA","1"
"6781","2025-01-01T00:00:00.000","47.3","VA","1"
"6782","2024-12-31T22:00:00.000","1.5","VA","1"
"6782","2024-12-31T23:00:00.000","1.3","VA","1"
"6782","2025-01-01T00:00:00.000","1.0","VA","1"
"6784","2024-12-31T22:00:00.000","213.4","VA","1"
"6784","2024-12-31T23:00:00.000","171.7","VA","1"
"6784","2025-01-01T00:00:00.000","106.3","VA","1"
"6798","2024-12-31T22:00:00.000","35.1","VA","1"
"6798","2024-12-31T23:00:00.000","30.2","VA","1"
"6798","2025-01-01T00:00:00.000","26.6","VA","1"
"6803","2024-12-31T22:00:00.000","52.4","VA","1"
"6803","2024-12-31T23:00:00.000","40.5","VA","1"
"6803","2025-01-01T00:00:00.000","35.3","VA","1"
"6804","2024-12-31T22:00:00.000","6.8","VA","1"
"6804","2024-12-31T23:00:00.000","9.4","VA","1"
"6804","2025-01-01T00:00:00.000","11.5","VA","1"
"6813","2024-12-31T22:00:00.000","56.8","VA","1"
"6813","2024-12-31T23:00:00.000","56.5","VA","1"
"6813","2025-01-01T00:00:00.000","54.7","VA","1"
"6817","2024-12-31T22:00:00.000","90.7","VA","1"
"6817","2024-12-31T23:00:00.000","83.8","VA","1"
"6817","2025-01-01T00:00:00.000","67.8","VA","1"
"6818","2024-12-31T22:00:00.000","5.1","VA","1"
"6818","2024-12-31T23:00:00.000","11.0","VA","1"
"6818","2025-01-01T00:00:00.000","27.0","VA","1"
"6826","2024-12-31T22:00:00.000","47.7","VA","1"
"6826","2024-12-31T23:00:00.000","45.3","VA","1"
"6826","2025-01-01T00:00:00.000","42.6","VA","1"
"6831","2024-12-31T22:00:00.000","52.5","VA","1"
"6831","2024-12-31T23:00:00.000","50.8","VA","1"
"6831","2025-01-01T00:00:00.000","55.2","VA","1"
"6832","2024-12-31T22:00:00.000","11.5","VA","1"
"6832","2024-12-31T23:00:00.000","5.1","VA","1"
"6832","2025-01-01T00:00:00.000","6.7","VA","1"
"6841","2024-12-31T22:00:00.000","23.5","VA","1"
"6841","2024-12-31T23:00:00.000","21.0","VA","1"
"6841","2025-01-01T00:00:00.000","20.1","VA","1"
"6845","2024-12-31T22:00:00.000","45.4","VA","1"
"6845","2024-12-31T23:00:00.000","38.2","VA","1"
"6845","2025-01-01T00:00:00.000","35.3","VA","1"
"6859","2024-12-31T22:00:00.000","33.6","VA","1"
"6859","2024-12-31T23:00:00.000","27.3","VA","1"
"6859","2025-01-01T00:00:00.000","26.5","VA","1"
"6864","2024-12-31T22:00:00.000","117.4","VA","1"
"6864","2024-12-31T23:00:00.000","86.1","VA","1"
"6864","2025-01-01T00:00:00.000","73.2","VA","1"
"6869","2024-12-31T22:00:00.000","3.1","VA","1"
"6869","2024-12-31T23:00:00.000","3.7","VA","1"
"6869","2025-01-01T00:00:00.000","3.9","VA","1"
"6870","2024-12-31T22:00:00.000","3.0","VA","1"
"6870","2024-12-31T23:00:00.000","2.3","VA","1"
"6870","2025-01-01T00:00:00.000","2.7","VA","1"
"6871","2024-12-31T22:00:00.000","56.7","VA","1"
"6871","2024-12-31T23:00:00.000","45.0","VA","1"
"6871","2025-01-01T00:00:00.000","46.8","VA","1"
"6872","2024-12-31T22:00:00.000","4.1","VA","1"
"6872","2024-12-31T23:00:00.000","3.6","VA","1"
"6872","2025-01-01T00:00:00.000","3.7","VA","1"
"6877","2024-12-31T22:00:00.000","40.4","VA","1"
"6877","2024-12-31T23:00:00.000","33.5","VA","1"
"6877","2025-01-01T00:00:00.000","25.5","VA","1"
"6879","2024-12-31T22:00:00.000","0.7","VA","1"
"6879","2024-12-31T23:00:00.000","0.5","VA","1"
"6879","2025-01-01T00:00:00.000","0.4","VA","1"
"6880","2024-12-31T22:00:00.000","35.6","VA","1"
"6880","2024-12-31T23:00:00.000","34.7","VA","1"
"6880","2025-01-01T00:00:00.000","35.7","VA","1"
"6884","2024-12-31T22:00:00.000","0.2","VA","1"
"6884","2024-12-31T23:00:00.000","0.2","VA","1"
"6884","2025-01-01T00:00:00.000","0.2","VA","1"
"6904","2024-12-31T22:00:00.000","2.3","VA","1"
"6904","2024-12-31T23:00:00.000","1.9","VA","1"
"6904","2025-01-01T00:00:00.000","3.2","VA","1"
"6908","2025-01-01T00:00:00.000","233","VA","1"
"6910","2025-01-01T00:00:00.000","98","VA","1"
"6912","2025-01-01T00:00:00.000","101","VA","1"
"6915","2025-01-01T00:00:00.000","78","VA","1"
"6917","2025-01-01T00:00:00.000","57","VA","1"
"6918","2025-01-01T00:00:00.000","41","VA","1"
"6919","2025-01-01T00:00:00.000","56","VA","1"
"6925","2025-01-01T00:00:00.000","31","VA","1"
"6926","2025-01-01T00:00:00.000","51","VA","1"
"6927","2025-01-01T00:00:00.000","28","VA","1"
"6929","2025-01-01T00:00:00.000","86","VA","1"
"6931","2025-01-01T00:00:00.000","87","VA","1"
"6935","2025-01-01T00:00:00.000","138","VA","1"
"6936","2025-01-01T00:00:00.000","78","VA","1"
"6939","2025-01-01T00:00:00.000","136","VA","1"
"6945","2025-01-01T00:00:00.000","117","VA","1"
"6947","2025-01-01T00:00:00.000","86","VA","1"
"6951","2025-01-01T00:00:00.000","59","VA","1"
"6952","2025-01-01T00:00:00.000","50","VA","1"
"6953","2025-01-01T00:00:00.000","70","VA","1"
"6954","2025-01-01T00:00:00.000","94","VA","1"
"6955","2025-01-01T00:00:00.000","80","VA","1"
"6956","2025-01-01T00:00:00.000","143","VA","1"
"6958","2025-01-01T00:00:00.000","51","VA","1"
"6959","2025-01-01T00:00:00.000","72","VA","1"
"6962","2025-01-01T00:00:00.000","110","VA","1"
"6966","2024-12-31T22:00:00.000","3.1","VA","1"
"6966","2024-12-31T23:00:00.000","2.9","VA","1"
"6966","2025-01-01T00:00:00.000","2.4","VA","1"
"9739","2025-01-01T00:00:00.000","98","VA","1"
"9740","2025-01-01T00:00:00.000","99","VA","1"
"9772","2024-12-31T22:00:00.000","4.7","VA","1"
"9772","2024-12-31T23:00:00.000","4.0","VA","1"
"9772","2025-01-01T00:00:00.000","3.8","VA","1"
"9797","2024-12-31T22:00:00.000","2.7","VA","1"
"9797","2024-12-31T23:00:00.000","2.6","VA","1"
"9797","2025-01-01T00:00:00.000","2.5","VA","1"
"9798","2024-12-31T22:00:00.000","1.2","VA","1"
"9798","2024-12-31T23:00:00.000","1.1","VA","1"
"9798","2025-01-01T00:00:00.000","0.9","VA","1"
"9802","2024-12-31T22:00:00.000","39.1","VA","1"
"9802","2024-12-31T23:00:00.000","31.8","VA","1"
"9802","2025-01-01T00:00:00.000","27.2","VA","1"
"9804","2024-12-31T22:00:00.000","126.6","VA","1"
"9804","2024-12-31T23:00:00.000","118.1","VA","1"
"9804","2025-01-01T00:00:00.000","81.9","VA","1"
"9831","2025-01-01T00:00:00.000","81","VA","1"
"9833","2024-12-31T22:00:00.000","2.2","VA","1"
"9833","2024-12-31T23:00:00.000","2.2","VA","1"
"9833","2025-01-01T00:00:00.000","2.0","VA","1"
"9835","2025-01-01T00:00:00.000","86","VA","1"
"9852","2024-12-31T22:00:00.000","20.2","VA","1"
"9852","2024-12-31T23:00:00.000","19.2","VA","1"
"9852","2025-01-01T00:00:00.000","15.7","VA","1"
"9854","2024-12-31T22:00:00.000","0.5","VA","1"
"9854","2024-12-31T23:00:00.000","0.5","VA","1"
"9854","2025-01-01T00:00:00.000","0.6","VA","1"
"9855","2024-12-31T22:00:00.000","33.5","VA","1"
"9855","2024-12-31T23:00:00.000","37.3","VA","1"
"9855","2025-01-01T00:00:00.000","34.2","VA","1"
"9856","2024-12-31T22:00:00.000","2.8","VA","1"
"9856","2024-12-31T23:00:00.000","3.1","VA","1"
"9856","2025-01-01T00:00:00.000","3.0","VA","1"
"9857","2024-12-31T22:00:00.000","47.4","VA","1"
"9857","2024-12-31T23:00:00.000","47.0","VA","1"
"9857","2025-01-01T00:00:00.000","41.7","VA","1"
"9859","2024-12-31T22:00:00.000","2.1","VA","1"
"9859","2024-12-31T23:00:00.000","2.2","VA","1"
"9859","2025-01-01T00:00:00.000","1.9","VA","1"
"9860","2024-12-31T22:00:00.000","209.1","VA","1"
"9860","2024-12-31T23:00:00.000","254.3","VA","1"
"9860","2025-01-01T00:00:00.000","178.0","VA","1"
"9861","2024-12-31T22:00:00.000","8.4","VA","1"
"9861","2024-12-31T23:00:00.000","7.6","VA","1"
"9861","2025-01-01T00:00:00.000","7.4","VA","1"
"9872","2025-01-01T00:00:00.000","75","VA","1"
"9873","2025-01-01T00:00:00.000","72","VA","1"
"9875","2024-12-31T22:00:00.000","228.7","VA","1"
"9875","2024-12-31T23:00:00.000","167.8","VA","1"
"9875","2025-01-01T00:00:00.000","141.6","VA","1"
"9877","2024-12-31T22:00:00.000","72.2","VA","1"
"9877","2024-12-31T23:00:00.000","66.9","VA","1"
"9877","2025-01-01T00:00:00.000","59.5","VA","1"
"9882","2024-12-31T22:00:00.000","15.4","VA","1"
"9882","2024-12-31T23:00:00.000","17.3","VA","1"
"9882","2025-01-01T00:00:00.000","17.6","VA","1"
"9890","2025-01-01T00:00:00.000","128","VA","1"
"9896","2024-12-31T22:00:00.000","108.7","VA","1"
"9896","2024-12-31T23:00:00.000","86.0","VA","1"
"9896","2025-01-01T00:00:00.000","85.3","VA","1"
"9897","2024-12-31T22:00:00.000","37.6","VA","1"
"9897","2024-12-31T23:00:00.000","36.1","VA","1"
"9897","2025-01-01T00:00:00.000","36.4","VA","1"
"9899","2024-12-31T22:00:00.000","5.8","VA","1"
"9899","2024-12-31T23:00:00.000","4.4","VA","1"
"9899","2025-01-01T00:00:00.000","6.9","VA","1"
"9917","2024-12-31T22:00:00.000","225.0","VA","1"
"9917","2024-12-31T23:00:00.000","155.0","VA","1"
"9917","2025-01-01T00:00:00.000","164.2","VA","1"
"9918","2024-12-31T22:00:00.000","120.0","VA","1"
"9918","2024-12-31T23:00:00.000","106.8","VA","1"
"9918","2025-01-01T00:00:00.000","90.7","VA","1"
"9920","2024-12-31T22:00:00.000","99.8","VA","1"
"9920","2024-12-31T23:00:00.000","126.9","VA","1"
"9920","2025-01-01T00:00:00.000","86.7","VA","1"
"9925","2024-12-31T22:00:00.000","0.6","VA","1"
"9925","2024-12-31T23:00:00.000","0.8","VA","1"
"9925","2025-01-01T00:00:00.000","0.5","VA","1"
"9927","2025-01-01T00:00:00.000","120","VA","1"
"9928","2024-12-31T22:00:00.000","44.6","VA","1"
"9928","2024-12-31T23:00:00.000","35.0","VA","1"
"9928","2025-01-01T00:00:00.000","31.3","VA","1"
"9930","2024-12-31T22:00:00.000","185.1","VA","1"
"9930","2024-12-31T23:00:00.000","134.5","VA","1"
"9930","2025-01-01T00:00:00.000","116.7","VA","1"
"9961","2025-01-01T00:00:00.000","90","VA","1"
"9965","2025-01-01T00:00:00.000","146","VA","1"
